IDCliente,Edad,Género,Ingresos,ScoreCrediticio,Transacciones,PagosAtrasados,DeudaEnOtrosBancos,MontoDePagoDeDeudasMensuales,MontoDePagoMensualEnTarjetaCredito,EstabilidadLaboralEnAnos,ViveEnZonaRiesgosa,SeAtrasoMasDeUnaVez
1822,42,M,8050.0,835,26,1,391,8078,,0.0,No,0
1823,60,M,9831.0,398,11,4,4819,6924,,0.0,Sí,1
1825,46,F,3074.0,470,5,0,5984,5558,,0.0,No,1
1826,39,F,8654.0,447,27,1,6363,4355,,0.0,No,0
1828,32,F,1201.0,411,27,3,39357,2663,,0.0,Sí,0
1829,56,M,12284.0,429,5,2,43394,8623,,0.0,Sí,0
1830,27,M,6710.0,367,11,1,12512,7384,,0.0,No,0
1831,38,F,4165.0,844,26,4,48468,3162,,0.0,Sí,0
1832,69,F,12271.0,585,13,0,4037,8389,,0.0,No,0
1834,49,F,3102.0,417,5,0,6854,38,,0.0,No,0
1835,27,M,10102.0,529,18,4,25733,8920,,0.0,Sí,0
1836,30,F,2571.0,459,26,1,19633,3165,,0.0,Sí,1
1837,64,M,6125.0,593,10,2,28203,4779,,0.0,Sí,0
1839,67,F,7697.0,523,22,3,17175,2124,,0.0,Sí,0
1841,48,M,3159.0,439,23,2,25012,4134,,0.0,Sí,0
1842,21,F,13517.0,666,15,4,21554,6294,,0.0,No,0
1843,69,M,11736.0,427,3,3,28090,3771,,0.0,No,0
1844,66,F,2329.0,650,3,3,45636,5538,,0.0,No,0
1845,20,F,4613.0,446,12,3,38866,3257,,0.0,Sí,1
1846,38,M,9652.0,584,23,1,32712,6461,,0.0,No,0
1847,19,M,9998.0,768,15,1,40216,5388,,0.0,No,0
1848,21,F,4699.0,517,11,2,39979,7900,,0.0,No,1
1849,18,F,7027.0,735,10,3,7798,1244,,0.0,Sí,0
1851,50,F,9250.0,576,15,0,20748,1699,,0.0,Sí,0
1852,23,M,14387.0,359,18,0,1716,4456,,0.0,Sí,1
1854,36,M,5823.0,703,14,2,44324,8047,,0.0,No,0
1855,61,M,10347.0,413,29,4,7870,9991,,0.0,No,0
1856,18,M,8075.0,794,25,3,13682,5963,,0.0,Sí,0
1857,56,M,1497.0,635,6,1,22055,6235,,0.0,No,0
1858,36,M,7959.0,584,14,2,45133,4535,,0.0,No,0
1859,62,F,14197.0,428,16,4,8380,7273,,0.0,No,1
1860,43,F,,614,2,2,5726,1976,,,No,0
1861,61,F,7210.0,370,19,4,7557,7937,,0.0,Sí,1
1863,39,F,8126.0,397,11,4,24166,4192,,0.0,No,0
1864,30,F,13620.0,599,11,0,35486,937,,0.0,Sí,0
1865,45,F,4976.0,475,21,3,40655,5596,,0.0,No,0
1866,31,F,7420.0,374,29,1,28506,1289,,0.0,Sí,1
1867,39,F,2607.0,442,25,0,40771,4670,,0.0,No,1
1868,47,M,9912.0,322,26,2,24102,2150,,0.0,Sí,0
1869,61,M,2274.0,480,19,4,48291,7421,,0.0,No,0
1871,61,M,1690.0,768,26,0,41300,1516,,0.0,No,0
1872,44,F,5023.0,391,8,2,19265,1404,,0.0,No,0
1873,55,M,8247.0,568,23,4,23094,4492,,0.0,No,0
1874,59,M,13344.0,333,12,1,13353,6170,,0.0,No,0
1875,69,M,4437.0,663,9,2,45953,2353,,0.0,No,0
1876,58,F,3355.0,432,3,3,15173,580,,0.0,Sí,1
1877,51,F,6581.0,681,6,4,33411,3329,,0.0,Sí,1
1878,56,F,1749.0,576,21,4,49172,8293,,0.0,No,1
1879,58,F,,455,21,3,11264,4550,,,No,1
1880,61,M,13965.0,686,26,0,33445,2963,,0.0,Sí,0
1881,54,F,8763.0,834,24,3,15931,298,,0.0,No,0
1883,32,F,13847.0,574,17,1,2650,44,,0.0,No,1
1884,49,M,6758.0,800,3,0,3469,7647,,0.0,Sí,0
1885,25,M,2704.0,758,27,1,40654,2543,,0.0,No,0
1886,50,M,12637.0,349,18,1,43024,3859,,0.0,No,0
1887,35,M,7074.0,831,18,3,11592,4778,,0.0,No,0
1888,62,F,,391,2,1,43831,4394,,,No,1
1889,46,F,14378.0,755,4,0,43390,3552,,0.0,No,0
1890,49,M,3377.0,638,1,2,5684,3155,,0.0,No,0
1891,50,F,9019.0,352,10,4,13457,287,,0.0,Sí,1
1892,22,F,6274.0,795,25,4,6596,3705,,0.0,No,0
1893,35,M,4231.0,303,5,0,15151,516,,0.0,Sí,0
1894,65,F,7409.0,580,5,2,7074,2201,,0.0,No,1
1895,27,F,3215.0,589,9,1,33259,6577,,0.0,Sí,1
1896,53,F,7288.0,372,14,0,49911,8102,,0.0,No,0
1897,50,M,7329.0,436,21,1,32979,3658,,0.0,Sí,1
1899,57,M,,507,13,2,40743,4286,,,No,0
1900,22,M,7917.0,559,27,4,3722,3936,,0.0,No,0
1901,51,M,12686.0,562,24,0,11709,9361,,0.0,No,0
1902,41,F,4054.0,804,27,4,42925,990,,0.0,No,1
1903,34,F,9977.0,849,1,1,16687,4971,,0.0,Sí,0
1904,48,F,9648.0,502,17,1,36540,7721,,0.0,No,0
1905,24,M,9536.0,646,20,3,18165,1851,,0.0,No,0
1906,34,F,1553.0,351,8,1,46889,8189,,0.0,Sí,0
1907,45,M,6116.0,655,3,1,35993,2709,,0.0,No,0
1908,55,F,8683.0,818,17,4,29194,4007,,0.0,No,1
1909,39,M,1787.0,662,27,4,41767,2621,,0.0,Sí,0
1910,32,F,11011.0,344,12,0,11382,2178,,0.0,No,0
1911,54,F,9896.0,677,25,0,28618,838,,0.0,No,1
1912,32,F,14415.0,711,25,1,20587,9747,,0.0,Sí,1
1913,67,M,5907.0,441,25,2,1353,9414,,0.0,No,0
1914,67,M,8190.0,557,25,0,8371,4934,,0.0,No,0
1915,42,F,10144.0,336,18,1,9072,9625,,0.0,No,0
1916,38,M,1814.0,344,14,4,4698,8104,,0.0,Sí,0
1917,55,M,10740.0,345,11,3,19184,7338,,0.0,No,0
1918,19,M,9335.0,600,27,4,6902,1168,,0.0,Sí,1
1920,66,F,4766.0,568,27,3,49374,947,,0.0,No,1
1921,49,F,5958.0,361,4,4,29140,160,,0.0,Sí,1
1922,38,M,4825.0,541,18,0,35005,2627,,0.0,No,0
1923,21,F,2216.0,653,7,4,30221,2535,,0.0,No,0
1924,61,M,10999.0,370,11,3,34546,2272,,0.0,No,1
1925,36,M,5470.0,712,16,1,17004,3463,,0.0,Sí,0
1926,19,F,13964.0,360,16,1,49073,4804,,0.0,No,1
1927,43,F,11931.0,751,3,1,12505,160,,0.0,Sí,0
1929,31,M,,828,23,3,39147,6598,,,Sí,0
1930,32,M,8717.0,604,24,0,37031,3182,,0.0,No,0
1932,51,M,1862.0,377,8,1,35008,8958,,0.0,Sí,1
1933,53,F,7217.0,824,7,3,14577,2027,,0.0,Sí,1
1935,26,F,14168.0,316,27,4,34130,1896,,0.0,Sí,0
1937,47,F,3355.0,342,11,1,39303,2539,,0.0,No,0
1939,44,M,3395.0,679,4,2,41052,9813,,0.0,No,0
1940,61,M,9667.0,511,5,0,39260,577,,0.0,No,0
1941,52,F,10530.0,502,8,4,40270,2161,,0.0,No,0
1942,30,F,1524.0,408,10,0,3470,8569,,0.0,Sí,1
1943,32,M,14736.0,583,17,0,31643,3848,,0.0,No,0
1944,63,M,11763.0,524,6,1,27811,1308,,0.0,No,0
1945,26,F,1561.0,417,9,3,4201,841,,0.0,Sí,1
1946,62,F,9167.0,639,10,4,5351,2171,,0.0,Sí,1
1947,40,M,9113.0,580,8,0,15327,8347,,0.0,No,0
1948,53,F,8416.0,790,15,2,48685,6253,,0.0,No,0
1949,57,M,12894.0,318,18,1,27340,9894,,0.0,No,0
1950,20,F,5664.0,474,23,3,28180,3385,,0.0,Sí,1
1951,51,M,2205.0,768,5,3,13488,4821,,0.0,Sí,0
1953,45,F,13039.0,762,27,0,5413,1413,,0.0,No,0
1956,66,F,2160.0,672,27,3,13831,5236,,0.0,Sí,0
1957,62,M,13987.0,767,10,2,23821,6625,,0.0,No,1
1958,24,M,6239.0,737,6,2,11426,2725,,0.0,Sí,1
1959,58,M,13017.0,742,27,3,36396,9615,,0.0,No,0
1960,29,M,7974.0,755,28,2,46132,8009,,0.0,No,0
1961,31,F,1071.0,547,24,2,38120,4014,,0.0,Sí,1
1962,63,F,1754.0,441,19,2,28085,5780,,0.0,Sí,1
1963,32,F,8298.0,701,21,3,35669,4595,,0.0,Sí,0
1964,20,M,7600.0,521,11,0,47786,8265,,0.0,No,0
1965,32,F,13044.0,483,18,0,17925,3018,,0.0,No,0
1966,68,M,,663,28,4,46006,6292,,,No,0
1967,41,M,9152.0,487,16,2,2091,1560,,0.0,No,0
1968,69,M,9243.0,412,8,0,10842,9083,,0.0,Sí,0
1969,63,F,14291.0,480,4,4,9923,9438,,0.0,Sí,1
1970,25,M,,498,11,1,13827,472,,,No,0
1971,22,F,4190.0,369,10,2,47736,5435,,0.0,No,0
1972,68,F,4948.0,784,16,0,24126,2217,,0.0,No,0
1973,21,F,2287.0,698,12,0,8283,8892,,0.0,No,0
1974,31,M,6358.0,309,22,0,4854,52,,0.0,Sí,1
1975,33,F,8518.0,302,3,4,37817,2987,,0.0,Sí,1
1976,37,M,8036.0,777,11,1,5557,8330,,0.0,Sí,1
1977,41,M,5780.0,366,24,2,4432,9589,,0.0,Sí,0
1978,23,M,2772.0,396,16,0,12006,2137,,0.0,No,0
1979,48,M,,830,24,3,29989,827,,,No,0
1980,23,F,6726.0,617,3,2,40755,8164,,0.0,Sí,1
1981,52,F,13112.0,397,28,3,37788,1248,,0.0,Sí,1
1982,32,F,7200.0,356,25,4,26887,4835,,0.0,Sí,0
1983,46,F,10141.0,406,10,0,22632,8377,,0.0,Sí,0
1984,20,M,4138.0,387,29,2,30943,3442,,0.0,Sí,1
1986,20,M,14961.0,674,16,0,977,3193,,0.0,No,0
1987,45,M,3416.0,351,26,1,20594,4928,,0.0,No,0
1988,27,F,11471.0,340,25,4,39802,9604,,0.0,Sí,1
1989,67,F,10617.0,390,7,0,34026,7596,,0.0,Sí,1
1990,50,M,8051.0,338,15,2,44815,2916,,0.0,No,0
1991,65,M,2584.0,312,15,1,17681,9207,,0.0,No,0
1992,33,M,2046.0,403,10,2,10170,4537,,0.0,Sí,0
1993,27,M,14578.0,342,3,3,7397,7051,,0.0,No,0
1995,53,M,3165.0,775,26,4,30083,4261,,0.0,No,0
1996,20,F,13215.0,408,18,0,1732,1935,,0.0,No,1
1997,22,F,6719.0,513,22,2,48628,8041,,0.0,No,0
1998,29,M,8222.0,708,28,3,2942,9660,,0.0,No,1
1999,61,M,2176.0,376,5,3,49600,4538,,0.0,No,0
2000,30,F,7411.0,394,16,0,31548,4426,,0.0,No,0
2001,41,F,9074.0,568,13,3,9429,1358,,0.0,No,0
2002,61,M,11352.0,660,3,0,29741,1769,,0.0,No,0
2003,49,F,10223.0,829,15,4,37268,9381,,0.0,Sí,0
2004,33,M,4288.0,461,23,0,22517,1192,,0.0,Sí,1
2005,49,M,13718.0,764,27,1,29949,2816,,0.0,No,0
2006,62,F,2315.0,847,20,3,28899,6267,,0.0,Sí,1
2007,54,F,1892.0,486,27,3,15068,7025,,0.0,Sí,0
2008,53,M,6169.0,351,6,2,47994,4856,,0.0,No,0
2009,38,M,9298.0,787,25,1,165,5217,,0.0,Sí,0
2010,64,F,4080.0,830,28,2,12872,1042,,0.0,No,0
2011,29,F,9936.0,695,22,0,21216,5243,,0.0,Sí,0
2013,38,F,7466.0,656,15,3,29269,6755,,0.0,Sí,1
2014,68,M,9813.0,443,26,4,29264,6467,,0.0,No,0
2016,60,M,5240.0,622,9,0,19158,1883,,0.0,No,0
2017,23,F,10012.0,631,20,1,25989,540,,0.0,Sí,0
2018,26,F,1411.0,563,4,2,42406,8837,,0.0,Sí,1
2019,18,M,9305.0,516,16,3,37788,5085,,0.0,No,0
2021,31,F,4346.0,759,5,4,24132,4726,,0.0,No,0
2022,23,F,13411.0,802,13,1,16830,7022,,0.0,No,0
2023,18,F,1085.0,768,6,0,28050,1688,,0.0,No,0
2024,39,F,8749.0,665,26,1,32864,9046,,0.0,No,0
2025,51,F,5142.0,538,22,3,35194,6634,,0.0,Sí,0
2026,28,M,8087.0,695,19,2,43677,404,,0.0,No,0
2027,20,M,8368.0,694,12,4,19641,3343,,0.0,No,0
2028,59,M,10764.0,374,15,0,30375,7811,,0.0,No,0
2029,23,M,,397,9,0,13555,7018,,,Sí,1
2030,23,F,11197.0,682,7,0,21110,8711,,0.0,Sí,1
2031,37,M,13271.0,669,29,2,23235,1407,,0.0,No,0
2032,38,M,1803.0,584,14,3,41462,9012,,0.0,Sí,1
2033,19,M,7719.0,555,19,3,28959,7030,,0.0,Sí,0
2034,43,M,12526.0,608,20,1,40957,7359,,0.0,No,0
2035,48,F,7085.0,475,16,1,45424,4530,,0.0,No,0
2036,43,F,12541.0,527,23,3,41024,7928,,0.0,Sí,0
2037,49,M,10261.0,646,27,0,39508,4067,,0.0,Sí,1
2038,27,M,14479.0,641,24,2,23098,6206,,0.0,Sí,0
2039,40,F,11861.0,538,22,3,15309,2181,,0.0,Sí,0
2040,23,F,13333.0,649,4,2,14105,3232,,0.0,No,1
2041,40,M,11963.0,754,12,4,49813,8616,,0.0,Sí,1
2042,45,F,13827.0,740,18,0,8672,1551,,0.0,Sí,0
2043,66,F,,814,26,4,30328,357,,,Sí,0
2044,47,M,10600.0,380,8,3,14078,1594,,0.0,No,0
2045,31,F,12932.0,660,17,1,39647,5128,,0.0,Sí,0
2046,54,M,1264.0,587,25,3,37430,9202,,0.0,No,0
2047,49,M,13040.0,307,24,4,40583,8388,,0.0,No,0
2049,51,F,5798.0,585,26,3,405,9053,,0.0,Sí,1
2050,58,F,10665.0,698,4,1,3560,348,,0.0,Sí,1
2051,61,F,9143.0,373,10,4,11575,1658,,0.0,No,0
2052,68,F,13473.0,738,16,3,11859,8766,,0.0,Sí,1
2053,39,F,1325.0,422,20,4,30612,1819,,0.0,No,0
2054,48,M,2206.0,676,2,4,13153,6471,,0.0,No,0
2055,24,F,13684.0,442,12,0,40624,5881,,0.0,Sí,0
2056,58,M,10696.0,457,16,2,42077,6655,,0.0,No,0
2057,38,F,14714.0,729,27,0,27013,9122,,0.0,No,0
2058,33,F,12726.0,747,10,4,6690,4008,,0.0,Sí,1
2059,37,F,2440.0,709,5,1,44442,6043,,0.0,No,0
2060,60,F,6184.0,670,29,1,21715,483,,0.0,Sí,0
2061,61,F,10147.0,408,12,0,741,3912,,0.0,Sí,0
2062,64,M,9746.0,335,3,1,11431,357,,0.0,No,0
2063,67,M,6136.0,389,12,4,7181,8445,,0.0,No,0
2064,36,M,12446.0,714,27,3,31305,9026,,0.0,Sí,1
2065,65,F,,595,1,4,7731,1190,,,No,1
2066,49,F,9140.0,345,2,3,35689,9895,,0.0,Sí,1
2067,32,F,14188.0,787,11,1,40142,4564,,0.0,No,0
2068,22,M,6819.0,469,12,2,28714,5979,,0.0,Sí,0
2069,28,M,9069.0,445,7,2,7023,8684,,0.0,No,0
2071,46,M,3036.0,302,28,4,38402,8243,,0.0,No,0
2072,67,F,10478.0,562,13,1,910,8453,,0.0,No,0
2074,21,M,6560.0,545,2,2,37470,3646,,0.0,Sí,1
2075,66,M,13853.0,776,10,4,47341,7715,,0.0,No,0
2076,53,M,11459.0,558,23,2,22182,2377,,0.0,No,0
2077,65,M,4629.0,392,1,4,29390,4336,,0.0,No,0
2078,40,F,12657.0,832,7,0,45269,5404,,0.0,No,0
2080,63,M,6314.0,559,24,3,28215,1625,,0.0,No,0
2081,61,M,3456.0,536,27,1,31565,5418,,0.0,No,0
2082,20,M,9662.0,440,29,4,19829,9420,,0.0,Sí,0
2084,27,F,8629.0,649,20,2,43016,6354,,0.0,Sí,0
2085,57,F,12324.0,429,7,4,22246,1389,,0.0,No,0
2087,39,F,2174.0,310,22,2,18862,1487,,0.0,Sí,1
2088,31,F,1110.0,556,5,0,22500,6501,,0.0,No,0
2089,34,F,4559.0,668,11,1,16688,9108,,0.0,Sí,1
2090,38,F,7692.0,693,22,4,16282,710,,0.0,No,1
2092,65,F,12746.0,318,11,1,6112,2216,,0.0,Sí,1
2093,32,M,,409,11,4,992,1320,,,Sí,1
2094,32,M,13631.0,736,17,4,5647,7906,,0.0,No,0
2095,18,M,2472.0,804,19,4,43519,4445,,0.0,No,0
2096,41,F,11571.0,333,27,3,29014,4831,,0.0,Sí,1
2097,29,F,5872.0,587,29,0,7597,7817,,0.0,No,0
2098,27,F,12163.0,554,25,4,25633,6984,,0.0,Sí,0
2099,63,F,11573.0,433,28,3,16854,8592,,0.0,Sí,0
2100,59,M,14691.0,798,8,4,3566,750,,0.0,No,0
2101,59,F,12482.0,696,20,4,41472,5594,,0.0,Sí,1
2102,69,M,5753.0,786,27,3,44353,7171,,0.0,No,0
2104,28,F,6928.0,649,10,1,12029,1887,,0.0,No,0
2105,33,M,9645.0,318,25,2,43152,3685,,0.0,Sí,1
2107,64,M,1740.0,601,2,0,13079,2603,,0.0,Sí,0
2108,31,F,8256.0,584,17,2,46804,3771,,0.0,Sí,0
2110,48,M,11549.0,806,13,2,33052,9837,,0.0,No,0
2111,26,F,10635.0,800,19,3,15100,3487,,0.0,No,1
2112,53,M,4680.0,511,29,0,3277,9005,,0.0,Sí,0
2113,56,F,10940.0,655,14,0,19015,5910,,0.0,Sí,1
2114,43,M,3401.0,786,26,1,1757,6308,,0.0,No,0
2115,25,M,14111.0,620,18,1,32085,4733,,0.0,No,0
2116,41,F,12363.0,522,20,2,21863,3169,,0.0,Sí,1
2117,25,M,13432.0,490,14,3,26098,1023,,0.0,Sí,0
2118,36,F,8177.0,799,15,2,46220,9701,,0.0,Sí,1
2119,64,F,3006.0,794,14,4,15295,1393,,0.0,Sí,1
2121,47,M,10978.0,321,5,2,25821,2346,,0.0,Sí,1
2122,39,F,2409.0,626,16,2,42372,855,,0.0,No,0
2124,61,M,1909.0,426,22,0,25992,2754,,0.0,Sí,1
2125,65,M,1760.0,664,13,1,8549,1665,,0.0,No,0
2126,21,M,7638.0,343,28,1,22432,4038,,0.0,No,0
2127,54,F,6612.0,818,16,0,39498,3687,,0.0,No,1
2128,25,F,4240.0,427,15,2,20519,1116,,0.0,Sí,0
2129,18,F,11881.0,429,5,4,47376,4542,,0.0,No,1
2130,45,M,,828,21,2,48547,733,,,Sí,1
2131,23,M,10551.0,620,23,4,3141,2921,,0.0,No,0
2132,64,F,13010.0,485,6,0,11068,9898,,0.0,No,0
2133,53,F,11219.0,647,29,4,31342,3498,,0.0,No,1
2134,28,M,3560.0,780,13,1,14256,9316,,0.0,Sí,0
2135,22,F,3177.0,660,16,0,32964,4717,,0.0,No,0
2136,67,M,6103.0,586,10,3,5830,4854,,0.0,No,0
2137,41,M,8706.0,481,27,4,15868,1858,,0.0,No,0
2138,64,M,2537.0,750,2,4,6679,5473,,0.0,Sí,0
2139,35,F,10465.0,396,13,3,40754,2513,,0.0,Sí,1
2140,37,F,3781.0,613,17,3,33705,4960,,0.0,Sí,1
2141,45,M,1946.0,845,1,0,11722,3515,,0.0,Sí,0
2143,22,F,10490.0,796,18,3,13989,2316,,0.0,No,0
2144,47,M,6097.0,702,6,4,43886,2014,,0.0,No,0
2145,18,F,3511.0,423,28,3,46200,2167,,0.0,Sí,1
2146,39,F,,418,12,0,23562,3028,,,No,0
2147,35,F,7063.0,776,25,0,14919,9335,,0.0,No,0
2148,63,M,1881.0,402,26,4,41306,4231,,0.0,Sí,0
2149,22,M,2847.0,632,27,4,48380,3148,,0.0,Sí,1
2151,23,M,2975.0,429,24,2,41078,9127,,0.0,No,0
2152,44,F,7577.0,433,20,4,24438,0,,0.0,Sí,0
2154,46,F,13460.0,724,28,0,43740,7611,,0.0,Sí,1
2155,45,M,5568.0,734,2,3,43087,2628,,0.0,No,0
2156,33,M,14734.0,688,17,4,41543,6134,,0.0,No,0
2157,29,M,8163.0,617,23,2,1708,573,,0.0,No,0
2158,37,M,12156.0,804,10,1,6377,1548,,0.0,Sí,1
2159,35,M,7582.0,489,19,3,22788,8377,,0.0,No,0
2160,51,F,12255.0,710,22,2,14269,6045,,0.0,Sí,1
2161,40,M,12320.0,351,5,4,29717,3492,,0.0,Sí,1
2162,62,M,9689.0,745,21,2,22605,8225,,0.0,No,0
2163,44,M,3216.0,743,12,1,21221,7839,,0.0,Sí,1
2164,66,M,10180.0,681,18,2,41631,9812,,0.0,No,0
2165,34,M,6701.0,673,9,1,31757,5689,,0.0,Sí,0
2166,65,F,9017.0,674,11,1,48275,1896,,0.0,Sí,1
2167,38,M,3608.0,688,4,1,18069,2455,,0.0,No,0
2168,67,F,11667.0,778,10,2,43037,9992,,0.0,Sí,0
2169,57,M,13706.0,703,1,4,42656,5416,,0.0,No,0
2170,48,F,10562.0,767,2,0,24324,5383,,0.0,No,1
2171,20,M,12780.0,804,9,0,28734,1405,,0.0,Sí,1
2172,34,M,11694.0,382,23,2,19590,4538,,0.0,Sí,0
2175,40,F,1178.0,713,16,1,29448,2678,,0.0,Sí,1
2176,23,M,,752,23,2,43261,3794,,,Sí,0
2177,45,F,8971.0,497,14,2,48110,2719,,0.0,Sí,0
2178,25,F,2929.0,558,4,3,11450,8048,,0.0,Sí,1
2179,62,F,14233.0,597,26,3,30575,4602,,0.0,Sí,0
2180,25,M,3548.0,579,2,3,31592,4450,,0.0,Sí,0
2181,36,F,5834.0,599,12,4,39110,3957,,0.0,Sí,0
2182,55,M,1111.0,428,20,2,47984,6069,,0.0,No,0
2183,46,F,12411.0,797,5,3,38202,8679,,0.0,Sí,0
2184,40,F,8948.0,737,29,2,20333,278,,0.0,Sí,1
2185,64,F,1714.0,591,4,1,17663,2591,,0.0,Sí,1
2186,49,M,10593.0,506,15,3,49972,8841,,0.0,No,0
2187,27,M,12116.0,593,3,2,9535,354,,0.0,Sí,1
2188,44,M,7034.0,328,22,4,38887,2242,,0.0,No,0
2189,66,F,2381.0,478,17,4,18679,4899,,0.0,No,0
2190,18,M,4127.0,340,8,4,32474,6236,,0.0,Sí,0
2191,56,M,14100.0,769,12,3,49155,2480,,0.0,Sí,1
2193,62,F,12203.0,643,8,0,23365,3486,,0.0,No,0
2194,20,M,2208.0,577,26,1,10745,161,,0.0,No,0
2195,68,M,12317.0,654,20,2,30,6244,,0.0,No,0
2196,64,M,1036.0,828,20,0,8132,698,,0.0,Sí,0
2197,54,F,2828.0,385,5,3,25874,3544,,0.0,Sí,0
2198,48,F,12252.0,616,21,2,45764,3777,,0.0,No,0
2199,28,F,4341.0,636,27,2,17269,2205,,0.0,No,0
2200,39,F,8006.0,444,6,4,26555,491,,0.0,No,0
2201,35,F,8675.0,614,5,2,21227,1992,,0.0,No,1
2202,52,M,6347.0,524,21,2,36806,1032,,0.0,Sí,1
2203,23,M,13133.0,722,29,1,26702,3283,,0.0,Sí,1
2204,20,M,8890.0,353,8,3,18674,6016,,0.0,No,0
2206,26,F,12264.0,633,18,4,4596,5974,,0.0,No,0
2207,45,M,5118.0,376,4,1,16588,8977,,0.0,No,0
2208,36,M,2526.0,838,4,0,42443,1833,,0.0,Sí,1
2209,45,M,12711.0,454,5,0,27346,991,,0.0,Sí,1
2210,44,F,14083.0,371,15,1,29004,6984,,0.0,Sí,0
2211,30,F,1495.0,800,6,4,27226,6346,,0.0,No,0
2212,55,F,14187.0,746,27,3,12453,1783,,0.0,No,0
2213,60,F,1424.0,658,21,1,24581,5184,,0.0,Sí,1
2214,38,F,3747.0,576,16,1,40588,1184,,0.0,Sí,0
2215,44,M,11257.0,612,14,1,24524,1668,,0.0,Sí,0
2216,63,M,2982.0,404,14,4,49683,6833,,0.0,No,0
2217,23,F,2468.0,394,16,1,31843,5824,,0.0,No,1
2218,55,F,8728.0,518,27,1,43052,571,,0.0,Sí,0
2219,66,M,7770.0,427,22,2,12744,4300,,0.0,Sí,0
2220,28,F,12992.0,499,24,2,40784,3738,,0.0,No,0
2221,64,F,2233.0,631,4,2,16610,583,,0.0,Sí,1
2222,58,M,10989.0,846,11,2,38910,7323,,0.0,No,0
2223,34,F,9756.0,591,19,1,7482,8499,,0.0,Sí,1
2224,56,F,4019.0,365,25,2,40081,8253,,0.0,No,1
2225,24,M,2304.0,703,19,0,32024,7540,,0.0,No,0
2226,47,F,9034.0,445,27,3,23674,5579,,0.0,Sí,0
2227,38,F,1132.0,829,8,2,14030,4570,,0.0,Sí,1
2228,18,M,1448.0,701,10,4,25472,5691,,0.0,No,1
2229,42,M,7407.0,424,28,3,9512,1959,,0.0,Sí,1
2230,49,F,11022.0,813,5,0,19045,8030,,0.0,Sí,1
2231,25,M,11350.0,631,16,3,27135,5126,,0.0,Sí,0
2232,22,M,12818.0,779,25,3,34432,3762,,0.0,No,0
2233,47,F,1849.0,697,3,0,20134,2786,,0.0,No,0
2234,68,M,6357.0,329,26,2,29897,1542,,0.0,No,0
2235,25,F,4962.0,355,10,0,14750,1675,,0.0,Sí,1
2236,66,M,10672.0,431,24,4,36422,33,,0.0,No,0
2237,36,M,10092.0,530,29,0,13733,2799,,0.0,Sí,0
2239,47,F,2539.0,451,7,1,3098,1855,,0.0,No,0
2240,32,F,2899.0,801,12,3,19624,6923,,0.0,No,0
2241,53,M,3944.0,805,23,2,43782,2685,,0.0,No,0
2242,61,F,5957.0,685,14,2,40546,1057,,0.0,Sí,1
2243,44,F,6943.0,832,27,1,43887,6938,,0.0,Sí,0
2244,30,M,4244.0,747,10,4,24463,4501,,0.0,No,0
2245,31,M,7336.0,425,9,0,45953,7597,,0.0,Sí,0
2246,54,M,9706.0,788,12,0,14250,6571,,0.0,No,0
2247,65,F,14255.0,745,24,0,36382,4388,,0.0,No,0
2248,47,M,2591.0,769,3,4,49999,6022,,0.0,No,0
2249,56,M,8953.0,648,13,4,47022,2627,,0.0,Sí,0
2250,64,F,8855.0,807,6,0,36384,3820,,0.0,No,0
2251,30,M,8795.0,756,27,0,35472,7247,,0.0,No,0
2252,33,M,9275.0,684,6,4,23138,3643,,0.0,No,0
2253,61,F,4742.0,747,21,0,3893,6191,,0.0,No,0
2254,24,M,14085.0,414,19,4,11573,3762,,0.0,Sí,1
2256,44,F,2601.0,418,7,1,35762,8798,,0.0,Sí,0
2257,62,F,13809.0,392,4,1,37301,2355,,0.0,Sí,0
2258,52,F,2222.0,820,22,4,34268,1333,,0.0,Sí,0
2259,32,F,6690.0,837,5,0,1725,4008,,0.0,Sí,1
2260,45,M,13521.0,732,1,1,42525,2473,,0.0,Sí,1
2261,52,F,2842.0,444,18,2,47160,6143,,0.0,No,0
2262,24,F,11483.0,367,17,0,40109,3733,,0.0,No,0
2263,67,F,9058.0,430,9,4,16709,2086,,0.0,Sí,1
2264,63,F,14704.0,580,9,2,37185,3350,,0.0,No,0
2266,68,M,6565.0,300,24,0,2666,1952,,0.0,Sí,1
2267,63,M,12088.0,731,10,3,42169,3710,,0.0,No,0
2268,37,F,5488.0,690,20,3,48771,1693,,0.0,No,0
2269,49,M,9200.0,565,17,3,7152,8263,,0.0,No,0
2270,55,M,13900.0,698,13,0,49993,1774,,0.0,No,0
2271,57,F,7950.0,555,29,0,29000,573,,0.0,Sí,1
2274,56,M,9301.0,344,27,0,4778,5059,,0.0,Sí,0
2275,37,M,5929.0,440,18,2,16169,5362,,0.0,No,0
2276,35,M,9457.0,838,18,2,17668,4066,,0.0,No,0
2277,67,F,,349,22,4,17762,6471,,,No,0
2278,32,F,4223.0,360,9,1,39107,6113,,0.0,Sí,1
2279,69,F,7127.0,542,3,1,19945,8344,,0.0,Sí,0
2280,39,F,6071.0,568,7,4,21836,5374,,0.0,No,0
2281,68,F,14906.0,439,26,3,10079,8920,,0.0,No,0
2282,39,M,1954.0,456,15,0,18362,9744,,0.0,Sí,1
2283,38,F,8050.0,575,9,2,12919,3663,,0.0,No,0
